 Sonnet Data File
 From: sonnet Version : 17.56
 From Emgraph Data: 
 Data File Written: 12/07/2021 11:27:36
File Marker Date: 11/09/2021 18:58:32
PPC_Dim_will_be_squared = 51.0
read_gap = 8.0
read_line = 20.0
read_gap2 = 7.5
C_GND = 39.5
Box_w = 250.0
DistToSigLine = 47.5
Oeff = 10.0
R 50.00000
Frequency (GHz),RE[S11],IM[S11],RE[S12],IM[S12],RE[S13],IM[S13],RE[S21],IM[S21],RE[S22],IM[S22],RE[S23],IM[S23],RE[S31],IM[S31],RE[S32],IM[S32],RE[S33],IM[S33]
1.000000000000000,-6.561529848e-5,-2.916609733e-3,0.9998348145383,-0.017215427031,1.7397872800e-4,0.0050429676925,0.9998348145382,-0.017215427031,-6.029068171e-5,-2.916729070e-3,1.6850183331e-4,0.0050431511127,1.7397872799e-4,0.0050429676924,1.6850183331e-4,0.0050431511126,0.9988346942438,-0.047731855371
1.001000000000000,-6.574584959e-5,-2.919523476e-3,0.9998344844394,-0.017232641000,1.7432654738e-4,0.0050480019193,0.9998344844394,-0.017232641000,-6.041056819e-5,-2.919643161e-3,1.6883880337e-4,0.0050481858991,1.7432654738e-4,0.0050480019193,1.6883880337e-4,0.0050481858991,0.9988323639312,-0.047779532579
1.002000000000000,-6.587653261e-5,-2.922437212e-3,0.9998341540097,-0.017249854957,1.7467471384e-4,0.0050530361205,0.9998341540097,-0.017249854957,-6.053057605e-5,-2.922557251e-3,1.6917610947e-4,0.0050532206609,1.7467471384e-4,0.0050530361205,1.6917610947e-4,0.0050532206609,0.9988300312941,-0.047827209623
1.003000000000000,-6.600734756e-5,-2.925350943e-3,0.9998338232490,-0.017267068903,1.7502322739e-4,0.0050580702959,0.9998338232490,-0.017267068903,-6.065070519e-5,-2.925471336e-3,1.6951375160e-4,0.0050582553981,1.7502322739e-4,0.0050580702959,1.6951375160e-4,0.0050582553981,0.9988276963325,-0.047874886503
1.004000000000000,-6.613829442e-5,-2.928264669e-3,0.9998334921573,-0.017284282839,1.7537208803e-4,0.0050631044456,0.9998334921573,-0.017284282839,-6.077095562e-5,-2.928385416e-3,1.6985172975e-4,0.0050632901106,1.7537208803e-4,0.0050631044456,1.6985172975e-4,0.0050632901106,0.9988253590465,-0.047922563219
1.005000000000000,-6.626937320e-5,-2.931178390e-3,0.9998331607347,-0.017301496764,1.7572129575e-4,0.0050681385695,0.9998331607347,-0.017301496764,-6.089132733e-5,-2.931299492e-3,1.7019004392e-4,0.0050683247984,1.7572129575e-4,0.0050681385695,1.7019004392e-4,0.0050683247984,0.9988230194361,-0.047970239770
1.006000000000000,-6.640058390e-5,-2.934092106e-3,0.9998328289811,-0.017318710679,1.7607085055e-4,0.0050731726676,0.9998328289811,-0.017318710679,-6.101182033e-5,-2.934213564e-3,1.7052869411e-4,0.0050733594615,1.7607085055e-4,0.0050731726676,1.7052869411e-4,0.0050733594615,0.9988206775012,-0.048017916157
1.007000000000000,-6.653192652e-5,-2.937005816e-3,0.9998324968966,-0.017335924584,1.7642075243e-4,0.0050782067399,0.9998324968966,-0.017335924584,-6.113243460e-5,-2.937127631e-3,1.7086768032e-4,0.0050783940999,1.7642075243e-4,0.0050782067399,1.7086768032e-4,0.0050783940999,0.9988183332420,-0.048065592379
1.008000000000000,-6.666340106e-5,-2.939919522e-3,0.9998321644811,-0.017353138478,1.7677100139e-4,0.0050832407864,0.9998321644811,-0.017353138478,-6.125317016e-5,-2.940041693e-3,1.7120700254e-4,0.0050834287135,1.7677100139e-4,0.0050832407864,1.7120700254e-4,0.0050834287135,0.9988159866583,-0.048113268435
1.009000000000000,-6.679500751e-5,-2.942833222e-3,0.9998318317347,-0.017370352361,1.7712159743e-4,0.0050882748070,0.9998318317347,-0.017370352361,-6.137402700e-5,-2.942955751e-3,1.7154666078e-4,0.0050884633024,1.7712159743e-4,0.0050882748070,1.7154666078e-4,0.0050884633024,0.9988136377503,-0.048160944327
1.010000000000000,-6.692674587e-5,-2.945746916e-3,0.9998314986572,-0.017387566234,1.7747254053e-4,0.0050933088017,0.9998314986572,-0.017387566234,-6.149500512e-5,-2.945869805e-3,1.7188665502e-4,0.0050934978664,1.7747254053e-4,0.0050933088017,1.7188665502e-4,0.0050934978664,0.9988112865179,-0.048208620054
1.011000000000000,-6.705861615e-5,-2.948660606e-3,0.9998311652489,-0.017404780096,1.7782383071e-4,0.0050983427705,0.9998311652489,-0.017404780096,-6.161610452e-5,-2.948783854e-3,1.7222698528e-4,0.0050985324056,1.7782383071e-4,0.0050983427705,1.7222698528e-4,0.0050985324056,0.9988089329611,-0.048256295615
1.012000000000000,-6.719061835e-5,-2.951574290e-3,0.9998308315096,-0.017421993948,1.7817546795e-4,0.0051033767134,0.9998308315096,-0.017421993948,-6.173732519e-5,-2.951697899e-3,1.7256765153e-4,0.0051035669200,1.7817546795e-4,0.0051033767134,1.7256765153e-4,0.0051035669200,0.9988065770801,-0.048303971010
1.013000000000000,-6.732275245e-5,-2.954487969e-3,0.9998304974393,-0.017439207789,1.7852745225e-4,0.0051084106303,0.9998304974393,-0.017439207789,-6.185866715e-5,-2.954611939e-3,1.7290865380e-4,0.0051086014095,1.7852745225e-4,0.0051084106303,1.7290865380e-4,0.0051086014095,0.9988042188747,-0.048351646240
1.014000000000000,-6.745501847e-5,-2.957401643e-3,0.9998301630381,-0.017456421620,1.7887978362e-4,0.0051134445212,0.9998301630381,-0.017456421620,-6.198013038e-5,-2.957525974e-3,1.7324999206e-4,0.0051136358741,1.7887978362e-4,0.0051134445212,1.7324999206e-4,0.0051136358741,0.9988018583450,-0.048399321303
1.015000000000000,-6.758741640e-5,-2.960315312e-3,0.9998298283059,-0.017473635440,1.7923246205e-4,0.0051184783860,0.9998298283059,-0.017473635440,-6.210171488e-5,-2.960440005e-3,1.7359166632e-4,0.0051186703137,1.7923246205e-4,0.0051184783860,1.7359166632e-4,0.0051186703137,0.9987994954911,-0.048446996201
1.016000000000000,-6.771994624e-5,-2.963228975e-3,0.9998294932428,-0.017490849249,1.7958548753e-4,0.0051235122249,0.9998294932428,-0.017490849249,-6.222342067e-5,-2.963354032e-3,1.7393367658e-4,0.0051237047284,1.7958548753e-4,0.0051235122249,1.7393367658e-4,0.0051237047284,0.9987971303128,-0.048494670932
1.017000000000000,-6.785260799e-5,-2.966142633e-3,0.9998291578487,-0.017508063048,1.7993886007e-4,0.0051285460376,0.9998291578487,-0.017508063048,-6.234524772e-5,-2.966268054e-3,1.7427602284e-4,0.0051287391181,1.7993886007e-4,0.0051285460376,1.7427602284e-4,0.0051287391181,0.9987947628104,-0.048542345497
1.018000000000000,-6.798540164e-5,-2.969056286e-3,0.9998288221237,-0.017525276836,1.8029257966e-4,0.0051335798243,0.9998288221237,-0.017525276836,-6.246719606e-5,-2.969182072e-3,1.7461870508e-4,0.0051337734828,1.8029257966e-4,0.0051335798243,1.7461870508e-4,0.0051337734828,0.9987923929837,-0.048590019896
1.019000000000000,-6.811832720e-5,-2.971969933e-3,0.9998284860678,-0.017542490614,1.8064664630e-4,0.0051386135848,0.9998284860678,-0.017542490614,-6.258926566e-5,-2.972096085e-3,1.7496172331e-4,0.0051388078225,1.8064664630e-4,0.0051386135848,1.7496172331e-4,0.0051388078225,0.9987900208327,-0.048637694127
1.020000000000000,-6.825138468e-5,-2.974883575e-3,0.9998281496809,-0.017559704381,1.8100105998e-4,0.0051436473192,0.9998281496809,-0.017559704381,-6.271145654e-5,-2.975010093e-3,1.7530507754e-4,0.0051438421371,1.8100105998e-4,0.0051436473192,1.7530507754e-4,0.0051438421371,0.9987876463576,-0.048685368192
1.021000000000000,-6.838457405e-5,-2.977797212e-3,0.9998278129631,-0.017576918138,1.8135582071e-4,0.0051486810274,0.9998278129631,-0.017576918138,-6.283376869e-5,-2.977924097e-3,1.7564876774e-4,0.0051488764267,1.8135582071e-4,0.0051486810274,1.7564876774e-4,0.0051488764267,0.9987852695583,-0.048733042090
1.022000000000000,-6.851789533e-5,-2.980710844e-3,0.9998274759143,-0.017594131883,1.8171092848e-4,0.0051537147094,0.9998274759143,-0.017594131883,-6.295620211e-5,-2.980838096e-3,1.7599279393e-4,0.0051539106912,1.8171092848e-4,0.0051537147094,1.7599279393e-4,0.0051539106912,0.9987828904348,-0.048780715820
1.023000000000000,-6.865134852e-5,-2.983624470e-3,0.9998271385346,-0.017611345619,1.8206638329e-4,0.0051587483652,0.9998271385346,-0.017611345619,-6.307875680e-5,-2.983752091e-3,1.7633715610e-4,0.0051589449305,1.8206638329e-4,0.0051587483652,1.7633715610e-4,0.0051589449305,0.9987805089872,-0.048828389383
1.024000000000000,-6.878493361e-5,-2.986538091e-3,0.9998268008239,-0.017628559343,1.8242218513e-4,0.0051637819947,0.9998268008239,-0.017628559343,-6.320143276e-5,-2.986666081e-3,1.7668185425e-4,0.0051639791446,1.8242218513e-4,0.0051637819947,1.7668185425e-4,0.0051639791446,0.9987781252154,-0.048876062778
1.025000000000000,-6.891865060e-5,-2.989451707e-3,0.9998264627823,-0.017645773057,1.8277833401e-4,0.0051688155979,0.9998264627823,-0.017645773057,-6.332422999e-5,-2.989580067e-3,1.7702688837e-4,0.0051690133336,1.8277833401e-4,0.0051688155979,1.7702688837e-4,0.0051690133336,0.9987757391195,-0.048923736006
1.026000000000000,-6.905249949e-5,-2.992365317e-3,0.9998261244098,-0.017662986761,1.8313482992e-4,0.0051738491748,0.9998261244098,-0.017662986761,-6.344714849e-5,-2.992494048e-3,1.7737225846e-4,0.0051740474974,1.8313482992e-4,0.0051738491748,1.7737225846e-4,0.0051740474974,0.9987733506995,-0.048971409066
1.027000000000000,-6.918648029e-5,-2.995278922e-3,0.9998257857063,-0.017680200453,1.8349167286e-4,0.0051788827254,0.9998257857063,-0.017680200453,-6.357018825e-5,-2.995408025e-3,1.7771796453e-4,0.0051790816360,1.8349167286e-4,0.0051788827254,1.7771796453e-4,0.0051790816360,0.9987709599554,-0.049019081958
1.028000000000000,-6.932059298e-5,-2.998192521e-3,0.9998254466719,-0.017697414135,1.8384886283e-4,0.0051839162497,0.9998254466719,-0.017697414135,-6.369334928e-5,-2.998321996e-3,1.7806400656e-4,0.0051841157493,1.8384886283e-4,0.0051839162497,1.7806400656e-4,0.0051841157493,0.9987685668872,-0.049066754681
1.029000000000000,-6.945483758e-5,-3.001106115e-3,0.9998251073066,-0.017714627807,1.8420639981e-4,0.0051889497475,0.9998251073066,-0.017714627807,-6.381663158e-5,-3.001235964e-3,1.7841038456e-4,0.0051891498374,1.8420639981e-4,0.0051889497475,1.7841038456e-4,0.0051891498374,0.9987661714950,-0.049114427236
1.030000000000000,-6.958921407e-5,-3.004019704e-3,0.9998247676103,-0.017731841467,1.8456428382e-4,0.0051939832190,0.9998247676103,-0.017731841467,-6.394003514e-5,-3.004149926e-3,1.7875709853e-4,0.0051941839001,1.8456428382e-4,0.0051939832190,1.7875709853e-4,0.0051941839001,0.9987637737787,-0.049162099623
1.031000000000000,-6.972372246e-5,-3.006933288e-3,0.9998244275831,-0.017749055117,1.8492251485e-4,0.0051990166640,0.9998244275831,-0.017749055117,-6.406355997e-5,-3.007063885e-3,1.7910414845e-4,0.0051992179375,1.8492251485e-4,0.0051990166640,1.7910414845e-4,0.0051992179375,0.9987613737384,-0.049209771841
1.032000000000000,-6.985836275e-5,-3.009846866e-3,0.9998240872250,-0.017766268756,1.8528109290e-4,0.0052040500826,0.9998240872250,-0.017766268756,-6.418720606e-5,-3.009977838e-3,1.7945153434e-4,0.0052042519496,1.8528109290e-4,0.0052040500826,1.7945153434e-4,0.0052042519496,0.9987589713741,-0.049257443890
1.033000000000000,-6.999313493e-5,-3.012760439e-3,0.9998237465359,-0.017783482385,1.8564001795e-4,0.0052090834746,0.9998237465359,-0.017783482385,-6.431097341e-5,-3.012891787e-3,1.7979925618e-4,0.0052092859363,1.8564001795e-4,0.0052090834746,1.7979925618e-4,0.0052092859363,0.9987565666858,-0.049305115770
1.034000000000000,-7.012803900e-5,-3.015674006e-3,0.9998234055160,-0.017800696003,1.8599929002e-4,0.0052141168402,0.9998234055160,-0.017800696003,-6.443486203e-5,-3.015805731e-3,1.8014731398e-4,0.0052143198976,1.8599929002e-4,0.0052141168402,1.8014731398e-4,0.0052143198976,0.9987541596735,-0.049352787481
1.035000000000000,-7.026307498e-5,-3.018587568e-3,0.9998230641650,-0.017817909610,1.8635890910e-4,0.0052191501792,0.9998230641650,-0.017817909610,-6.455887190e-5,-3.018719671e-3,1.8049570772e-4,0.0052193538334,1.8635890910e-4,0.0052191501792,1.8049570772e-4,0.0052193538334,0.9987517503373,-0.049400459022
1.036000000000000,-7.039824284e-5,-3.021501124e-3,0.9998227224832,-0.017835123206,1.8671887518e-4,0.0052241834916,0.9998227224832,-0.017835123206,-6.468300304e-5,-3.021633606e-3,1.8084443742e-4,0.0052243877439,1.8671887518e-4,0.0052241834916,1.8084443742e-4,0.0052243877439,0.9987493386771,-0.049448130394
1.037000000000000,-7.053354260e-5,-3.024414676e-3,0.9998223804705,-0.017852336792,1.8707918826e-4,0.0052292167775,0.9998223804705,-0.017852336792,-6.480725544e-5,-3.024547536e-3,1.8119350307e-4,0.0052294216288,1.8707918826e-4,0.0052292167775,1.8119350307e-4,0.0052294216288,0.9987469246929,-0.049495801596
1.038000000000000,-7.066897425e-5,-3.027328221e-3,0.9998220381268,-0.017869550367,1.8743984835e-4,0.0052342500367,0.9998220381268,-0.017869550367,-6.493162909e-5,-3.027461462e-3,1.8154290466e-4,0.0052344554882,1.8743984835e-4,0.0052342500367,1.8154290466e-4,0.0052344554882,0.9987445083849,-0.049543472629
1.039000000000000,-7.080453779e-5,-3.030241762e-3,0.9998216954522,-0.017886763931,1.8780085543e-4,0.0052392832693,0.9998216954522,-0.017886763931,-6.505612401e-5,-3.030375383e-3,1.8189264219e-4,0.0052394893222,1.8780085543e-4,0.0052392832693,1.8189264219e-4,0.0052394893222,0.9987420897529,-0.049591143491
1.040000000000000,-7.094023322e-5,-3.033155297e-3,0.9998213524467,-0.017903977484,1.8816220950e-4,0.0052443164753,0.9998213524467,-0.017903977484,-6.518074018e-5,-3.033289299e-3,1.8224271566e-4,0.0052445231305,1.8816220950e-4,0.0052443164753,1.8224271566e-4,0.0052445231305,0.9987396687971,-0.049638814183
1.041000000000000,-7.107606054e-5,-3.036068826e-3,0.9998210091102,-0.017921191027,1.8852391057e-4,0.0052493496545,0.9998210091102,-0.017921191027,-6.530547761e-5,-3.036203211e-3,1.8259312507e-4,0.0052495569133,1.8852391057e-4,0.0052493496545,1.8259312507e-4,0.0052495569133,0.9987372455174,-0.049686484705
1.042000000000000,-7.121201975e-5,-3.038982350e-3,0.9998206654429,-0.017938404558,1.8888595863e-4,0.0052543828070,0.9998206654429,-0.017938404558,-6.543033629e-5,-3.039117118e-3,1.8294387041e-4,0.0052545906705,1.8888595863e-4,0.0052543828070,1.8294387041e-4,0.0052545906705,0.9987348199138,-0.049734155057
1.043000000000000,-7.134811085e-5,-3.041895869e-3,0.9998203214446,-0.017955618079,1.8924835368e-4,0.0052594159328,0.9998203214446,-0.017955618079,-6.555531623e-5,-3.042031020e-3,1.8329495169e-4,0.0052596244021,1.8924835368e-4,0.0052594159328,1.8329495169e-4,0.0052596244021,0.9987323919865,-0.049781825237
1.044000000000000,-7.148433383e-5,-3.044809382e-3,0.9998199771154,-0.017972831590,1.8961109571e-4,0.0052644490318,0.9998199771154,-0.017972831590,-6.568041743e-5,-3.044944918e-3,1.8364636890e-4,0.0052646581081,1.8961109571e-4,0.0052644490318,1.8364636890e-4,0.0052646581081,0.9987299617352,-0.049829495247
1.045000000000000,-7.162068870e-5,-3.047722889e-3,0.9998196324554,-0.017990045089,1.8997418473e-4,0.0052694821040,0.9998196324554,-0.017990045089,-6.580563988e-5,-3.047858811e-3,1.8399812204e-4,0.0052696917883,1.8997418473e-4,0.0052694821040,1.8399812204e-4,0.0052696917883,0.9987275291602,-0.049877165086
1.046000000000000,-7.175717546e-5,-3.050636391e-3,0.9998192874643,-0.018007258578,1.9033762072e-4,0.0052745151494,0.9998192874643,-0.018007258578,-6.593098358e-5,-3.050772699e-3,1.8435021110e-4,0.0052747254429,1.9033762072e-4,0.0052745151494,1.8435021110e-4,0.0052747254429,0.9987250942614,-0.049924834754
1.047000000000000,-7.189379410e-5,-3.053549888e-3,0.9998189421424,-0.018024472056,1.9070140369e-4,0.0052795481679,0.9998189421424,-0.018024472056,-6.605644853e-5,-3.053686582e-3,1.8470263609e-4,0.0052797590717,1.9070140369e-4,0.0052795481679,1.8470263609e-4,0.0052797590717,0.9987226570389,-0.049972504250
1.048000000000000,-7.203054462e-5,-3.056463379e-3,0.9998185964896,-0.018041685522,1.9106553364e-4,0.0052845811595,0.9998185964896,-0.018041685522,-6.618203474e-5,-3.056600461e-3,1.8505539699e-4,0.0052847926748,1.9106553364e-4,0.0052845811595,1.8505539699e-4,0.0052847926748,0.9987202174925,-0.050020173575
